logicalCueKey,exactScript,flows,categories,policyId,requiredForVoiceFirst,lifecycle,reuseDecision,physicalCueKey,physicalManifestStatus,claraExists,marcusExists,semanticMatch,generationRequiredLater,retireLater,sourceArtifacts,notes
ex-squat-slow-eccentric-first-v21,"Slow-lower squat. Lower slowly, then stand with control.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-squat-slow-eccentric-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-squat-slow-eccentric-next-v21,Slow-lower squat.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-squat-slow-eccentric-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-squat-supported-first-v21,"Supported squat. Stand near sturdy support. Lower as if to sit, then stand with control.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-squat-supported-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-squat-supported-next-v21,Supported squat.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-squat-supported-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-standing-band-row-first-v21,"Standing band row. Face the secure door anchor in a stable stance. Pull elbows back, then return slowly.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-standing-band-row-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-standing-band-row-next-v21,Standing band row.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-standing-band-row-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-step-up-first-v21,Step-up. Use the lowest stable step with support nearby. Return both feet to the floor after each rep.,training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-step-up-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-step-up-next-v21,Step-up. Return both feet to the floor after each rep.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-step-up-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-sts-cushion-first-v21,"Cushion sit-to-stand. Sit tall on the cushion, feet flat. Stand fully, then sit with control.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-sts-cushion-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-sts-cushion-next-v21,Cushion sit-to-stand.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-sts-cushion-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-sts-power-first-v21,"Power sit-to-stand. Sit tall, drive up briskly to standing, then sit with control.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-sts-power-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-sts-power-next-v21,Power sit-to-stand.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-sts-power-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-sts-slow-eccentric-first-v21,"Slow-lower sit-to-stand. Stand fully, then lower slowly and steadily before the next rep.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-sts-slow-eccentric-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-sts-slow-eccentric-next-v21,Slow-lower sit-to-stand.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-sts-slow-eccentric-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-sts-standard-first-v21,"Sit-to-stand. Sit tall in the middle of the chair, feet flat. Stand fully, then sit with control.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-sts-standard-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-sts-standard-next-v21,Sit-to-stand.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-sts-standard-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-supported-hip-flexor-stretch-first-v21,Supported hip-flexor stretch. Keep fingertips near support.,training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-supported-hip-flexor-stretch-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-supported-hip-flexor-stretch-next-v21,Supported hip-flexor stretch.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-supported-hip-flexor-stretch-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-supported-side-step-first-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-supported-side-step-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-supported-side-step-next-v21,Supported side step.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-supported-side-step-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-thoracic-rotation-first-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-thoracic-rotation-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-thoracic-rotation-next-v21,Thoracic rotation.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-thoracic-rotation-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-toe-raise-supported-first-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.",training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-toe-raise-supported-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-toe-raise-supported-next-v21,Supported toe raise.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-toe-raise-supported-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-wall-calf-stretch-first-v21,Wall calf stretch. Hands on the wall.,training,exercise_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,ex-wall-calf-stretch-first-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
ex-wall-calf-stretch-next-v21,Wall calf stretch.,training,exercise_later_set,instruction,true,physical_ready,reuse_exact_existing_pair,ex-wall-calf-stretch-next-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
final-position-set-v21,Good. Hold that position until I tell you what to do next.,balance_v2;micro_check;movement_checkup;training,balance_control;final_position;mpv2_setup,setup_recovery,true,physical_ready,reuse_exact_existing_pair,final-position-set-v21,manifested_pair,true,true,true,false,false,docs/audits/HALE_EYES_OPEN_BALANCE_V2_VOICE_ASSET_REQUIREMENTS.csv;src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts;src/movements/balanceEyesOpenV2.ts;src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts;src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest. Exact Clara/Marcus physical pair exists in the current bundled corpus. MPV2 source=approved_v21; priority=50. Reusable after stance setup.
five-seconds-left-v21,Five seconds left.,training,progress,low_reassurance,false,physical_ready,reuse_exact_existing_pair,five-seconds-left-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
floor-gate-question-v21,Can you safely get down to the floor and back up without assistance?,training,equipment_first_use,instruction,true,physical_ready,reuse_exact_existing_pair,floor-gate-question-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
go,Go!,balance_v2;micro_check;training,control;countdown,critical_window,true,physical_ready,reuse_exact_existing_pair,go,manifested_pair,true,true,true,false,false,docs/audits/HALE_EYES_OPEN_BALANCE_V2_VOICE_ASSET_REQUIREMENTS.csv;src/movements/balanceEyesOpenV2.ts;src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts;src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Active timing starts on playback-start. Exact Clara/Marcus pair exists in the current physical manifest. Exact Clara/Marcus physical pair exists in the current bundled corpus.
halfway-v21,Halfway.,training,progress,low_reassurance,false,physical_ready,reuse_exact_existing_pair,halfway-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
item-complete-v21,Good. That part is done.,movement_checkup;training,completion;mpv2_completion,result_transition,true,physical_ready,reuse_exact_existing_pair,item-complete-v21,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts;src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest. MPV2 source=approved_v21; priority=70.
last-set-v21,Last set.,training,rest_transition,result_transition,true,physical_ready,reuse_exact_existing_pair,last-set-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
micro-chair-power-v21,Five quick chair stands. Arms crossed. Stand and sit five times as quickly as safely comfortable.,micro_check,micro_instruction,instruction,true,physical_ready,reuse_exact_existing_pair,micro-chair-power-v21,manifested_pair,true,true,true,false,false,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,Exact Clara/Marcus physical pair exists in the current bundled corpus.
micro-discard-v21,Check discarded.,micro_check,control,result_transition,true,physical_ready,reuse_exact_existing_pair,micro-discard-v21,manifested_pair,true,true,true,false,false,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,Exact Clara/Marcus physical pair exists in the current bundled corpus.
micro-mobility-left-v21,"Quick mobility check. Stand side-on, hinge forward, and reach toward the floor until I say stand tall.",micro_check,micro_instruction,instruction,true,physical_ready,reuse_exact_existing_pair,micro-mobility-left-v21,manifested_pair,true,true,true,false,false,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,Exact Clara/Marcus physical pair exists in the current bundled corpus.
micro-mobility-right-v21,"Quick mobility check. Stand side-on, hinge forward, and reach toward the floor until I say stand tall.",micro_check,micro_instruction,instruction,true,physical_ready,reuse_exact_existing_pair,micro-mobility-right-v21,manifested_pair,true,true,true,false,false,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,Exact Clara/Marcus physical pair exists in the current bundled corpus.
micro-relax-v21,Relax.,micro_check,active_stop,critical_stop,true,physical_ready,reuse_exact_existing_pair,micro-relax-v21,manifested_pair,true,true,true,false,false,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,Exact Clara/Marcus physical pair exists in the current bundled corpus.
micro-single-leg-left-v21,Quick balance check. Stand on your left leg with support nearby. Hold as long as comfortable.,micro_check,micro_instruction,instruction,true,physical_ready,reuse_exact_existing_pair,micro-single-leg-left-v21,manifested_pair,true,true,true,false,false,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,Exact Clara/Marcus physical pair exists in the current bundled corpus.
micro-single-leg-right-v21,Quick balance check. Stand on your right leg with support nearby. Hold as long as comfortable.,micro_check,micro_instruction,instruction,true,physical_ready,reuse_exact_existing_pair,micro-single-leg-right-v21,manifested_pair,true,true,true,false,false,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,Exact Clara/Marcus physical pair exists in the current bundled corpus.
microcheck-complete-v21,Check complete.,micro_check,completion,result_transition,true,physical_ready,reuse_exact_existing_pair,microcheck-complete-v21,manifested_pair,true,true,true,false,false,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,Exact Clara/Marcus physical pair exists in the current bundled corpus.
mpv2_balance_attempt_saved,That attempt is saved.,movement_checkup,mpv2_completion,result_transition,true,physical_ready,reuse_exact_existing_pair,mpv2_balance_attempt_saved,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=70.
mpv2_balance_attempt_start,Lift your other foot when you're ready. This attempt can last up to 45 seconds.,movement_checkup,mpv2_active_transition,instruction,true,physical_ready,reuse_exact_existing_pair,mpv2_balance_attempt_start,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=60.
mpv2_balance_complete,Balance check complete.,movement_checkup,mpv2_completion,result_transition,true,physical_ready,reuse_exact_existing_pair,mpv2_balance_complete,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=70.
mpv2_balance_full_hold,You completed the full 45-second hold.,movement_checkup,mpv2_completion,result_transition,true,physical_ready,reuse_exact_existing_pair,mpv2_balance_full_hold,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=70.
mpv2_balance_ready_after_30,You can start the next attempt when you're ready.,movement_checkup,mpv2_ready,result_transition,true,physical_ready,reuse_exact_existing_pair,mpv2_balance_ready_after_30,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=70.
mpv2_balance_ready_after_60,You're ready for the next attempt.,movement_checkup,mpv2_ready,result_transition,true,physical_ready,reuse_exact_existing_pair,mpv2_balance_ready_after_60,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=70.
mpv2_balance_rest,"Rest now. You can start again after 30 seconds, or use your best result.",movement_checkup,mpv2_rest,result_transition,true,physical_ready,reuse_exact_existing_pair,mpv2_balance_rest,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=70.
mpv2_balance_tracking_retry,"Tracking was interrupted, so this attempt will not count. Return to the setup position and we'll try again.",movement_checkup,mpv2_recovery,critical_stop,true,physical_ready,reuse_exact_existing_pair,mpv2_balance_tracking_retry,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=100.
mpv2_balance_use_best,Your best hold is saved.,movement_checkup,mpv2_completion,result_transition,true,physical_ready,reuse_exact_existing_pair,mpv2_balance_use_best,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=70.
mpv2_chair_official_ready,Sit back down. The 30-second check starts after the countdown.,movement_checkup,mpv2_countdown_lead_in,critical_window,true,physical_ready,reuse_exact_existing_pair,mpv2_chair_official_ready,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=90.
mpv2_chair_practice_start,Try one practice stand. This one will not count.,movement_checkup,mpv2_setup,instruction,true,physical_ready,reuse_exact_existing_pair,mpv2_chair_practice_start,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=60.
mpv2_checkup_intro,Movement Profile Check-Up. I will guide each capture and save what the camera can measure.,movement_checkup,mpv2_intro,instruction,true,physical_ready,reuse_exact_existing_pair,mpv2_checkup_intro,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=60.
mpv2_hinge_complete,Forward reach saved.,movement_checkup,mpv2_completion,result_transition,true,physical_ready,reuse_exact_existing_pair,mpv2_hinge_complete,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=70.
mpv2_hinge_no_measurement,Forward reach was not measured. Your main Check-Up is saved.,movement_checkup,mpv2_completion,result_transition,true,physical_ready,reuse_exact_existing_pair,mpv2_hinge_no_measurement,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=70.
mpv2_shoulder_tracking_retry,"Tracking was interrupted. Lower your arm, return to the setup position, and we'll try once more.",movement_checkup,mpv2_recovery,critical_stop,true,physical_ready,reuse_exact_existing_pair,mpv2_shoulder_tracking_retry,manifested_pair,true,true,true,false,false,src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts,MPV2 source=stage_3d_b_2e_a_1_fallback; priority=100.
next-exercise-v21,Next exercise.,training,rest_transition,result_transition,true,physical_ready,reuse_exact_existing_pair,next-exercise-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
open-your-eyes,You can open your eyes now.,balance_v2,balance_control,instruction,false,conditional_legacy_only,conditional_legacy_only,open-your-eyes,manifested_pair,true,true,true,false,false,docs/audits/HALE_EYES_OPEN_BALANCE_V2_VOICE_ASSET_REQUIREMENTS.csv;src/movements/balanceEyesOpenV2.ts,Not reachable in V2 default.
paused-v21,Paused.,micro_check;training,control,result_transition,true,physical_ready,reuse_exact_existing_pair,paused-v21,manifested_pair,true,true,true,false,false,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts;src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest. Exact Clara/Marcus physical pair exists in the current bundled corpus.
rest-now-v21,Rest now.,training,rest_transition,result_transition,true,physical_ready,reuse_exact_existing_pair,rest-now-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
resuming-v21,Resuming.,micro_check;training,control,result_transition,true,physical_ready,reuse_exact_existing_pair,resuming-v21,manifested_pair,true,true,true,false,false,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts;src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest. Exact Clara/Marcus physical pair exists in the current bundled corpus.
retry-v21,"That's okay. We'll try that part again. Take a moment, then follow my voice.",balance_v2;micro_check;movement_checkup;training,control;mpv2_recovery;recovery,result_transition,true,physical_ready,reuse_exact_existing_pair,retry-v21,manifested_pair,true,true,true,false,false,docs/audits/HALE_EYES_OPEN_BALANCE_V2_VOICE_ASSET_REQUIREMENTS.csv;src/audio/movementProfileV2AudioManifest.ts;src/movementProfileV2/voiceCues.ts;src/movements/balanceEyesOpenV2.ts;src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts;src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest. Exact Clara/Marcus physical pair exists in the current bundled corpus. MPV2 source=approved_v21; priority=70. Recovery foundation cue.
safe-session-start-v21,"Clear the space around you. Stop for sharp pain, dizziness, or feeling unwell.",training,universal_safety,instruction,true,physical_ready,reuse_exact_existing_pair,safe-session-start-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
session-complete-v21,Session complete.,training,completion,result_transition,true,physical_ready,reuse_exact_existing_pair,session-complete-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
set-complete-v21,Set complete.,training,completion,result_transition,true,physical_ready,reuse_exact_existing_pair,set-complete-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
setup-back-v21,Move a little farther back.,training,recovery,setup_recovery,true,physical_ready,reuse_exact_existing_pair,setup-back-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
setup-center-v21,Move to the centre of the view.,training,recovery,setup_recovery,true,physical_ready,reuse_exact_existing_pair,setup-center-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
setup-clearer-view-v21,I need a clearer view. Make sure your whole body is visible.,training,recovery,setup_recovery,true,physical_ready,reuse_exact_existing_pair,setup-clearer-view-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
setup-closer-v21,Move a little closer.,training,recovery,setup_recovery,true,physical_ready,reuse_exact_existing_pair,setup-closer-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
setup-enter-view-v21,Step into view so your whole body is visible.,training,recovery,setup_recovery,true,physical_ready,reuse_exact_existing_pair,setup-enter-view-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
setup-hold-still-v21,Hold still for a moment.,training,recovery,setup_recovery,true,physical_ready,reuse_exact_existing_pair,setup-hold-still-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
setup-light-v21,Please turn on the main light.,training,recovery,setup_recovery,true,physical_ready,reuse_exact_existing_pair,setup-light-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
side-calf-left-back-v21,"Step your left leg back, heel down.",training,side_setup,instruction,true,physical_ready,reuse_exact_existing_pair,side-calf-left-back-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
side-calf-right-back-v21,"Step your right leg back, heel down.",training,side_setup,instruction,true,physical_ready,reuse_exact_existing_pair,side-calf-right-back-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
side-hamstring-left-extended-v21,"Extend your left leg, heel on the floor.",training,side_setup,instruction,true,physical_ready,reuse_exact_existing_pair,side-hamstring-left-extended-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
side-hamstring-right-extended-v21,"Extend your right leg, heel on the floor.",training,side_setup,instruction,true,physical_ready,reuse_exact_existing_pair,side-hamstring-right-extended-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
side-hip-flexor-left-back-v21,Step your right foot forward so your left hip side stretches.,training,side_setup,instruction,true,physical_ready,reuse_exact_existing_pair,side-hip-flexor-left-back-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
side-hip-flexor-right-back-v21,Step your left foot forward so your right hip side stretches.,training,side_setup,instruction,true,physical_ready,reuse_exact_existing_pair,side-hip-flexor-right-back-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
side-single-leg-left-v21,Start on your left leg. Lift your right foot slightly.,training,side_setup,instruction,true,physical_ready,reuse_exact_existing_pair,side-single-leg-left-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
side-single-leg-right-v21,Start on your right leg. Lift your left foot slightly.,training,side_setup,instruction,true,physical_ready,reuse_exact_existing_pair,side-single-leg-right-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
side-split-squat-left-forward-v21,"Left foot forward, small split stance.",training,side_setup,instruction,true,physical_ready,reuse_exact_existing_pair,side-split-squat-left-forward-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
side-split-squat-right-forward-v21,"Right foot forward, small split stance.",training,side_setup,instruction,true,physical_ready,reuse_exact_existing_pair,side-split-squat-right-forward-v21,manifested_pair,true,true,true,false,false,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,Exact Clara/Marcus pair exists in the current physical manifest.
